topicId,topicName,visibility,summaries
c1kr68g2702t,Wyberton,TRUE,4
cy4ngm8yw08t,Wroxton,TRUE,7
cp29jzedn6gt,Wroxham,TRUE,0
c90ek8r5ymjt,Wroxeter,TRUE,0
cxrlk4ywjz6t,Wroxall,TRUE,0
c8zwn8k9j42t,Wroxall,TRUE,1
c0n168gwkz6t,Wroughton,TRUE,11
c27968gykj9t,Wrotham,TRUE,1
czm9g685ejet,Wroot,TRUE,0
cjkm56d0gert,Wrockwardine,TRUE,10
cerlz5dg621t,Writtle,TRUE,3
c51z9ypg25xt,Wrington,TRUE,4
cdd52egwl1rt,Wrinehill,TRUE,1
c4l39pd8gedt,Wrexham,TRUE,6
c4y268p9ke8t,Wrestlingworth,TRUE,0
cn1mzlje641t,Wressell,TRUE,0
c680ypkezddt,Wrentham,TRUE,0
ck7rdn2x65et,Wrenbury,TRUE,1
cllmrkzwgd8t,Wrecclesham,TRUE,1
cgmxjyd17mkt,Wreay,TRUE,6
cp29jzedn2gt,Wrea Green,TRUE,0
c1kr68g27k2t,Wray,TRUE,0
cxrlk4ywjr6t,Wraxall,TRUE,3
cy4ngm8yw48t,Wrawby,TRUE,1
czm9g685emet,Wrangle,TRUE,0
c0n168gwkn6t,Wrangaton,TRUE,0
cjkm56d0gkrt,Wramplingham,TRUE,0
cerlz5dg6r1t,Wragby,TRUE,0
cwdnmry50dpt,Wrafton,TRUE,1
c51z9ypg21xt,Wrabness,TRUE,2
cdd52egwldrt,Wouldham,TRUE,2
c4y268p9ky8t,Wotton Underwood,TRUE,0
cr0mejz7401t,Wotton-under-Edge,TRUE,0
cmgm27064gxt,Wotton,TRUE,0
cn1mzlje611t,Worton,TRUE,0
ck7rdn2x67et,Wortley,TRUE,1
c7yjn8g60ymt,Worting,TRUE,2
cxrlk4ywj86t,Worth Matravers,TRUE,2
cgmxjyd17zkt,Worthington,TRUE,1
cllmrkzwgl8t,Worthing,TRUE,0
c1kr68g27d2t,Worthing,TRUE,2
c8zwn8k9j72t,Worthenbury,TRUE,0
cp29jzednmgt,Worthen,TRUE,1
cy4ngm8ywp8t,Wortham,TRUE,3
c27968gykr9t,Worth,TRUE,0
c90ek8r5yljt,Worth,TRUE,4
czm9g685e2et,Worsthorne,TRUE,4
c0n168gwk56t,Worstead,TRUE,0
cjkm56d0gwrt,Worsley,TRUE,12
cwdnmry501pt,Worsbrough Bridge,TRUE,8
c51z9ypg26xt,Worsborough,TRUE,8
cerlz5dg6p1t,Worplesdon,TRUE,3
cdd52egwl8rt,Wormshill,TRUE,0
c4y268p9km8t,Wormley,TRUE,2
cmgm27064dxt,Wormleighton,TRUE,0
c680ypkezndt,Wormit,TRUE,3
ck7rdn2x6eet,Wormington,TRUE,2
cn1mzlje6r1t,Worminghall,TRUE,0
c7yjn8g60kmt,Wormingford,TRUE,0
cllmrkzwg58t,Wormegay,TRUE,0
cgmxjyd17gkt,Worlingworth,TRUE,0
c1kr68g27w2t,Worlington,TRUE,3
c8zwn8k9j62t,Worlingham,TRUE,2
cp29jzednygt,Worleston,TRUE,2
c90ek8r5ynjt,Worle,TRUE,2
cy4ngm8ywk8t,Worlaby,TRUE,0
cxrlk4ywjn6t,Worlaby,TRUE,0
c1038wnxe34t,Worksop,TRUE,0
c27968gyke9t,Workington,TRUE,3
czm9g685e7et,Worfield,TRUE,1
c0n168gwkj6t,Wordwell,TRUE,8
cjkm56d0gprt,Wordsley,TRUE,12
cerlz5dg671t,Worcester Park,TRUE,6
cwdnmry506pt,Worcester,TRUE,8
c27968gyke0t,Wootton Wawen,TRUE,0
cdd52egwlkrt,Wootton Rivers,TRUE,0
c51z9ypg2rxt,Wootton Glanville,TRUE,0
czm9g685e76t,Wootton Fitzpaine,TRUE,1
c0n168gwkjyt,Wootton Bridge,TRUE,3
c680ypkep6et,Royal Wootton Bassett,TRUE,0
cmgm270649wt,Wootton,TRUE,0
cr0mejz74rdt,Wootton,TRUE,0
c4y268p9kg9t,Wootton,TRUE,11
cdd52egwlk0t,Wootton,TRUE,2
c51z9ypg2rrt,Wootton,TRUE,21
cerlz5dg67pt,Wootton,TRUE,0
cjkm56d0gpet,Wootton,TRUE,3
c680ypkez91t,Wooton St Lawrence,TRUE,2
cllmrkzwg8mt,Woore,TRUE,1
cn1mzlje62kt,Wooperton,TRUE,0
ck7rdn2x6gkt,Woonton,TRUE,0
c7yjn8g602gt,Woolwich,TRUE,13
cgmxjyd17r7t,Woolverton,TRUE,3
c1kr68g27m6t,Woolverstone,TRUE,12
c8zwn8k9j0lt,Woolton,TRUE,9
cxrlk4ywj9mt,Woolstone,TRUE,6
c90ek8r5ywpt,Woolstone,TRUE,23
cp29jzednwpt,Woolstone,TRUE,0
cy4ngm8yw2zt,Woolston,TRUE,15
c27968gykn0t,Woolsthorpe,TRUE,1
cwdnmry508dt,Woolstaston,TRUE,0
czm9g685e06t,Woolpit,TRUE,0
cr0mejz7eddt,Woolley,TRUE,17
c4y268p96j9t,Woolland,TRUE,0
cmgm27062ewt,Woolhope,TRUE,0
cn1mzljez9kt,Woolfardisworthy,TRUE,0
c680ypkeym1t,Woolfardisworthy,TRUE,0
c7yjn8g6n5gt,Wooler,TRUE,0
cgmxjyd1jk7t,Woolaston,TRUE,1
c1kr68g26e6t,Woolacombe,TRUE,1
c8zwn8k9n1lt,Wool,TRUE,0
cp29jzedjrpt,Wookey,TRUE,1
c90ek8r5kgpt,Woofferton,TRUE,2
c51z9ypg9nrt,Wood Walton,TRUE,0
cy4ngm8ygdzt,Woodville,TRUE,4
czm9g685gz6t,Woodton,TRUE,0
c0n168gw67yt,Woodstock,TRUE,2
cwdnmry5mjdt,Woodside,TRUE,0
cerlz5dgzept,Woodside,TRUE,0
cjkm56d05net,Woodside,TRUE,12
c51z9ypg9wrt,Woodsford,TRUE,1
cdd52egw270t,Woodsetts,TRUE,0
cr0mejz7e7dt,Woodseats,TRUE,23
c4y268p9699t,Woodrising,TRUE,0
c680ypkeye1t,Woodplumpton,TRUE,10
cdd52egw2n0t,Wood Norton,TRUE,0
cmgm270626wt,Woodnewton,TRUE,0
ck7rdn2xdxkt,Woodmancote,TRUE,0
cllmrkzwrwmt,Woodley,TRUE,12
c7yjn8g6n6gt,Woodley,TRUE,9
cgmxjyd1j17t,Woodlesford,TRUE,27
c1kr68g2626t,Woodleigh,TRUE,0
cy4ngm8ygyzt,Woodland,TRUE,0
c90ek8r5k5pt,Woodland,TRUE,1
cxrlk4ywkwmt,Woodhurst,TRUE,1
c27968gy6y0t,Woodhouse Mill,TRUE,8
cwdnmry5m5dt,Woodhouse,TRUE,23
c0n168gw6wyt,Woodhouse,TRUE,3
cjkm56d050et,Woodhorn,TRUE,0
cerlz5dgzgpt,Woodham Mortimer,TRUE,1
c51z9ypg9grt,Woodham Ferrers,TRUE,0
cmgm27062wwt,Woodham,TRUE,2
cr0mejz7egdt,Woodhall Spa,TRUE,0
czm9g685gl5t,Wood Green,TRUE,13
c680ypkeyj1t,Woodford Green,TRUE,7
c1kr68g2696t,Woodford,TRUE,3
ck7rdn2xd1kt,Woodford,TRUE,0
cllmrkzwrjmt,Woodford,TRUE,15
c7yjn8g6n7gt,Woodford,TRUE,3
cjkm56d05zzt,Wood Dalling,TRUE,0
cp29jzedj7pt,Woodcott,TRUE,0
c90ek8r5kzpt,Woodcote,TRUE,1
cy4ngm8ygezt,Woodchurch,TRUE,7
cxrlk4ywkdmt,Woodchurch,TRUE,1
czm9g685g46t,Woodchester,TRUE,3
c27968gy640t,Woodburn,TRUE,1
cwdnmry5mldt,Woodbridge,TRUE,1
c27968gy61zt,Woodborough,TRUE,1
cerlz5dgzxpt,Woodborough,TRUE,0
cerlz5dgz0kt,Wooburn,TRUE,5
cwdnmry5me7t,Wonston,TRUE,0
c51z9ypg90pt,Wonersh,TRUE,1
cdd52egw2z5t,Wonastow,TRUE,1
c4y268p96z6t,Womersley,TRUE,4
cr0mejz7e84t,Womenswold,TRUE,0
cmgm27062ylt,Wombwell,TRUE,10
c680ypkey1rt,Wombridge,TRUE,8
cn1mzljezndt,Wombourne,TRUE,15
ck7rdn2xd0mt,Wolviston,TRUE,10
c7yjn8g6nwet,Wolvey,TRUE,2
cllmrkzwr41t,Wolvesnewton,TRUE,0
c8zwn8k9ne4t,Wolverton,TRUE,1
c1kr68g26y4t,Wolverton,TRUE,6
cgmxjyd1jwyt,Wolverton,TRUE,0
cp29jzedjg2t,Wolverley,TRUE,3
cmj34zmw72mt,Wolverhampton,TRUE,10
cxrlk4ywk7nt,Wolston,TRUE,0
c0n168gw64dt,Wolstanton,TRUE,17
c27968gy6pzt,Wolsingham,TRUE,0
cjkm56d05yzt,Wollaston,TRUE,0
czm9g685gr5t,Wollaston,TRUE,12
cy4ngm8yg72t,Wollaston,TRUE,3
cdd52egw265t,Wolford,TRUE,0
cr0mejz7e24t,Wolfhamcote,TRUE,0
c4y268p9676t,Wolferton,TRUE,0
cmgm27062plt,Wolfelee,TRUE,0
c7yjn8g6nzet,Wold Newton,TRUE,0
cn1mzljezkdt,Wold Newton,TRUE,0
ck7rdn2xdlmt,Woldingham,TRUE,0
cllmrkzwr71t,Wokingham,TRUE,3
c1kr68g2614t,Woking,TRUE,2
cgmxjyd1jlyt,Woburn Sands,TRUE,6
cp29jzedjk2t,Woburn,TRUE,2
c8zwn8k9ny4t,Wixford,TRUE,0
c90ek8r5kjlt,Wix,TRUE,1
cxrlk4ywkgnt,Wiveton,TRUE,1
cy4ngm8ygl2t,Wivenhoe,TRUE,8
c27968gy65zt,Wivelsfield Green,TRUE,1
czm9g685gk5t,Wivelsfield,TRUE,1
c0n168gw69dt,Wiveliscombe,TRUE,0
cjkm56d059zt,Witton le Wear,TRUE,0
c51z9ypg94pt,Witton Gilbert,TRUE,2
cr0mejz7e94t,Witton,TRUE,48
c4y268p96r6t,Witton,TRUE,0
cmgm27062klt,Wittersham,TRUE,1
c680ypkeygrt,Wittering,TRUE,0
cn1mzljez5dt,Wittenham,TRUE,2
cjnwl8q4n3yt,Witney,TRUE,1
ck7rdn2xdkmt,Witnesham,TRUE,11
cgmxjyd1j9yt,Witley,TRUE,0
cllmrkzwr91t,Withypool,TRUE,0
c1kr68g26n4t,Withyham,TRUE,0
cp29jzedj82t,Withycombe,TRUE,0
c8zwn8k9nd4t,Withybrook,TRUE,0
c90ek8r5k6lt,Withnell,TRUE,8
cxrlk4ywk6nt,Withleigh,TRUE,0
c0n168gw6gdt,Withington,TRUE,0
cjkm56d05dzt,Withington,TRUE,3
czm9g685g85t,Withington,TRUE,0
cy4ngm8ygr2t,Withiel,TRUE,3
cerlz5dgzdkt,Withersfield,TRUE,0
cwdnmry5my7t,Withernwick,TRUE,1
c51z9ypg9ppt,Withernsea,TRUE,2
cr0mejz7ez4t,Witheridge,TRUE,0
cmgm270620lt,Withcote,TRUE,0
cn1mzljezjdt,Withcall,TRUE,0
c680ypkeykrt,Witham,TRUE,1
c7yjn8g6nget,Witchingham,TRUE,0
cllmrkzwrz1t,Witchford,TRUE,1
c1kr68g26g4t,Witchampton,TRUE,0
cgmxjyd1jdyt,Witcham,TRUE,1
cxrlk4ywkynt,Wistow,TRUE,0
cp29jzedje2t,Wistow,TRUE,0
c8zwn8k9nk4t,Wiston,TRUE,0
c27968gy69zt,Wiston,TRUE,1
c90ek8r5krlt,Wistaston,TRUE,2
cy4ngm8yg82t,Wistanstow,TRUE,1
czm9g685g95t,Wissington,TRUE,0
c0n168gw61dt,Wissett,TRUE,0
cjkm56d05mzt,Wisley,TRUE,4
c51z9ypg9zpt,Wishaw,TRUE,3
cwdnmry5mn7t,Wishaw,TRUE,1
cerlz5dgzlkt,Wisborough Green,TRUE,0
cdd52egw255t,Wisbech Saint Mary,TRUE,0
czm9g685g9gt,Wisbech,TRUE,0
c0n168gw61lt,Wirksworth,TRUE,2
cwdnmry5mnwt,Winwick,TRUE,5
cjkm56d05m8t,Winwick,TRUE,0
cerlz5dgzlyt,Wintringham,TRUE,0
cdd52egw25pt,Winton,TRUE,0
c51z9ypg9zjt,Winton,TRUE,16
cmgm27062mrt,Winthorpe,TRUE,2
cr0mejz7emjt,Winthorpe,TRUE,3
c4y268p962nt,Winterton,TRUE,0
c680ypkey08t,Winterton-on-Sea,TRUE,0
cn1mzljezmrt,Winterslow,TRUE,0
ck7rdn2xdr9t,Winteringham,TRUE,1
c7yjn8g6nj2t,Winterbourne Stoke,TRUE,0
cgmxjyd1j71t,Winterbourne Monkton,TRUE,0
c8zwn8k9njet,Winterbourne Gunner,TRUE,3
c1kr68g2679t,Winterbourne Earls,TRUE,3
cp29jzedjnkt,Winterbourne Dauntsey,TRUE,3
c90ek8r5ky6t,Winterbourne Bassett,TRUE,0
c27968gy6kkt,Winterbourne,TRUE,1
czm9g685gegt,Winterborne Stickland,TRUE,0
c0n168gw6klt,Winterborne Steepleton,TRUE,1
cjkm56d05g8t,Winterborne Monkton,TRUE,1
cerlz5dgz6yt,Winterborne Kingston,TRUE,0
cwdnmry5m0wt,Winterborne Abbas,TRUE,0
cdd52egw2lpt,Winston,TRUE,0
c4y268p96knt,Winster,TRUE,0
cmgm270624rt,Winster,TRUE,2
cr0mejz7e4jt,Winson,TRUE,0
cn1mzljez6rt,Winslow,TRUE,0
c7yjn8g6n02t,Winsham,TRUE,0
c1kr68g2669t,Winsford,TRUE,0
ck7rdn2xd69t,Winsford,TRUE,0
cllmrkzwrrnt,Winnington,TRUE,1
c8zwn8k9nnet,Winnersh,TRUE,9
c90ek8r5kk6t,Winmarleigh,TRUE,0
cxrlk4ywkkyt,Winlaton,TRUE,19
cy4ngm8yggnt,Winksley,TRUE,0
c27968gy66kt,Winkleigh,TRUE,0
czm9g685gggt,Winkfield,TRUE,2
c0n168gw66lt,Wingrave,TRUE,1
cwdnmry5mmwt,Wingham,TRUE,0
cdd52egw22pt,Wingfield,TRUE,0
cerlz5dgzzyt,Wingfield,TRUE,2
c51z9ypg99jt,Wingerworth,TRUE,8
cr0mejz7eejt,Wingates,TRUE,0
c4y268p966nt,Wingate,TRUE,0
c680ypkeyy8t,Wing,TRUE,1
cmgm270622rt,Wing,TRUE,1
ck7rdn2xdd9t,Winfrith Newburgh,TRUE,0
cn1mzljezzrt,Winforton,TRUE,0
c7yjn8g6nn2t,Winford,TRUE,2
cllmrkzwrpnt,Winfarthing,TRUE,0
c1kr68g26l9t,Winestead,TRUE,2
c90ek8r5k96t,Windsor,TRUE,10
c8zwn8k9nlet,Windsor,TRUE,6
cp29jzedjlkt,Windrush,TRUE,1
cxrlk4ywk0yt,Windley,TRUE,3
cy4ngm8ygjnt,Windlesham,TRUE,1
czm9g685gwgt,Windermere,TRUE,0
c27968gy6lkt,Winder,TRUE,1
c0n168gw6llt,Wincobank,TRUE,29
cwdnmry5mzwt,Winchmore Hill,TRUE,12
cjkm56d05r8t,Winchfield,TRUE,3
c51z9ypg9ljt,Winchester,TRUE,1
cdd52egw2ypt,Winchelsea,TRUE,0
cmgm27062lrt,Winchcombe,TRUE,0
c4y268p96lnt,Wincanton,TRUE,0
cn1mzljezgrt,Wimborne St Giles,TRUE,0
ck7rdn2xd49t,Wimborne Minster,TRUE,5
c7yjn8g6n12t,Wimblington,TRUE,1
c1kr68g26j9t,Wimbledon,TRUE,7
cgmxjyd1j81t,Wimbish,TRUE,0
cy4ngm8yg9nt,Wilton,TRUE,1
cxrlk4ywkpyt,Wilton,TRUE,2
c90ek8r5k16t,Wilton,TRUE,1
cp29jzedjpkt,Wilton,TRUE,3
c8zwn8k9nmet,Wilton,TRUE,0
c27968gy6wkt,Wilsthorpe,TRUE,2
czm9g685gpgt,Wilsontown,TRUE,0
c0n168gw60lt,Wilstead,TRUE,2
cerlz5dgz8yt,Wilsford,TRUE,0
c51z9ypg9djt,Wilsden,TRUE,12
cdd52egw2mpt,Wilpshire,TRUE,6
c27968gy6w8t,Wilnecote,TRUE,1
czm9g685gpxt,Wilmslow,TRUE,4
cwdnmry5mp1t,Wilmington,TRUE,4
cjkm56d058kt,Wilmington,TRUE,0
cerlz5dgz87t,Wilmcote,TRUE,1
c51z9ypg9d8t,Willstone,TRUE,0
cdd52egw297t,Willoughton,TRUE,0
c4y268p9641t,Willoughby on the Wolds,TRUE,1
cmgm270625yt,Willoughby,TRUE,0
cr0mejz7e67t,Willoughby,TRUE,0
cn1mzljezd5t,Williton,TRUE,0
c680ypkey62t,Willington Quay,TRUE,25
cllmrkzwregt,Willington,TRUE,1
ck7rdn2xdw2t,Willington,TRUE,5
c7yjn8g6npjt,Willington,TRUE,2
c1kr68g265lt,Willingham,TRUE,1
cgmxjyd1j2jt,Willingham,TRUE,0
cp29jzedj44t,Willingdon,TRUE,1
c8zwn8k9npmt,Willingale Doe,TRUE,0
c680ypkeyx2t,Wilford,TRUE,33
cy4ngm8yg51t,Willey,TRUE,1
cxrlk4ywke2t,Willey,TRUE,1
c27968gy6d8t,Willesden Green,TRUE,8
czm9g685gdxt,Willesden,TRUE,6
c0n168gw6ezt,Willesborough,TRUE,2
cjkm56d05jkt,Willersley,TRUE,0
cerlz5dgz17t,Willerby,TRUE,0
cwdnmry5mw1t,Willerby,TRUE,32
c51z9ypg9m8t,Willenhall,TRUE,16
cdd52egw2j7t,Willen,TRUE,6
c4y268p96x1t,Willaston,TRUE,4
cr0mejz7ew7t,Willaston,TRUE,2
cmgm27062nyt,Willand,TRUE,0
cn1mzljezy5t,Wilden,TRUE,2
ck7rdn2xdm2t,Wilcott,TRUE,0
c7yjn8g6nxjt,Wilcote,TRUE,3
cgmxjyd1j5jt,Wilcot,TRUE,0
c8zwn8k9nxmt,Wilby,TRUE,0
c1kr68g26xlt,Wilby,TRUE,0
cllmrkzwr6gt,Wilby,TRUE,3
cp29jzedj04t,Wilburton,TRUE,1
c90ek8r5kxxt,Wilberfoss,TRUE,0
cxrlk4ywkm2t,Wilbarston,TRUE,3
cy4ngm8yg61t,Wigtown,TRUE,0
c27968gy6x8t,Wigton,TRUE,0
c0n168gw6xzt,Wigtoft,TRUE,0
czm9g685gnxt,Wigston Parva,TRUE,2
cjkm56d054kt,Wigston Magna,TRUE,25
cerlz5dgzy7t,Wigmore,TRUE,0
c51z9ypg9x8t,Wighton,TRUE,0
cwdnmry5m41t,Wiggonby,TRUE,0
cdd52egw2r7t,Wigglesworth,TRUE,0
cn1mzljezw5t,Wigginton,TRUE,9
c680ypkeyw2t,Wigginton,TRUE,2
c4y268p9601t,Wigginton,TRUE,0
cr0mejz7ey7t,Wigginton,TRUE,0
cmgm27062jyt,Wiggenhall St Peter,TRUE,2
ck7rdn2xdz2t,Wiggenhall Saint Germans,TRUE,2
c7yjn8g6nejt,Wigan,TRUE,10
cgmxjyd1j6jt,Wield,TRUE,0
cllmrkzwr0gt,Widworthy,TRUE,1
c1kr68g26plt,Widows Row,TRUE,0
c8zwn8k9n5mt,Widnes,TRUE,1
cp29jzedj54t,Widmerpool,TRUE,1
cy4ngm8ygz1t,Widford,TRUE,9
cxrlk4ywk22t,Widford,TRUE,3
czm9g685gyxt,Widecombe in the Moor,TRUE,0
c0n168gw6pzt,Widdrington,TRUE,0
cjkm56d052kt,Widdington,TRUE,1
cwdnmry5mk1t,Wickwar,TRUE,0
c8zwn8k9nrmt,Wick Saint Lawrence,TRUE,3
cerlz5dgz47t,Wickhampton,TRUE,1
cr0mejz7e17t,Wickham Market,TRUE,1
cdd52egw2p7t,Wickhambrook,TRUE,0
c4y268p96w1t,Wickham Bishops,TRUE,1
c680ypkey52t,Wickham,TRUE,0
cmgm270621yt,Wickham,TRUE,2
ck7rdn2xdp2t,Wickford,TRUE,4
cn1mzljezp5t,Wickersley,TRUE,8
cgmxjyd1jpjt,Wickenby,TRUE,0
cllmrkzwr1gt,Wicken Bonhunt,TRUE,0
cp29jzedj14t,Wicken,TRUE,2
c1kr68g26zlt,Wicken,TRUE,1
cjkm56d05xkt,Wick,TRUE,0
c0n168gw62zt,Wick,TRUE,1
czm9g685g1xt,Wick,TRUE,1
c27968gy608t,Wick,TRUE,9
cy4ngm8yg11t,Wick,TRUE,1
cn1mzlje6x1t,Wychnor,TRUE,2
cwdnmry5m91t,Wichling,TRUE,0
c51z9ypg9e8t,Wibtoft,TRUE,2
cdd52egw2e7t,Wibsey,TRUE,16
c27968gy68yt,Whyteleafe,TRUE,0
c0n168gw68mt,Whorlton,TRUE,0
cjkm56d056yt,Whixley,TRUE,0
cwdnmry5mrgt,Whixall,TRUE,3
c51z9ypg9yzt,Whitworth,TRUE,7
cerlz5dgz5dt,Whitwick,TRUE,1
cmgm2706278t,Whitwell,TRUE,3
c4y268p968lt,Whitwell,TRUE,0
cdd52egw2elt,Whitwell,TRUE,6
cr0mejz7ejet,Whitwell,TRUE,0
c680ypkeyp6t,Whittonstall,TRUE,1
cllmrkzwrkkt,Whitton,TRUE,9
cgmxjyd1jynt,Whitton,TRUE,0
cn1mzljezlyt,Whitton,TRUE,1
c7yjn8g6n8dt,Whitton,TRUE,0
ck7rdn2xdnzt,Whitton,TRUE,11
c1kr68g2680t,Whittlesford,TRUE,1
c8zwn8k9n8zt,Whittlesey,TRUE,1
cp29jzedjzmt,Whittlebury,TRUE,0
c0n168gw6ymt,Whittington,TRUE,0
czm9g685gx4t,Whittington,TRUE,8
c27968gy6myt,Whittington,TRUE,0
cy4ngm8ygxdt,Whittington,TRUE,3
cxrlk4ywk49t,Whittington,TRUE,23
cjkm56d05lyt,Whittingham,TRUE,0
cwdnmry5mxgt,Whittingehame,TRUE,0
c51z9ypg9kzt,Whitstable,TRUE,1
cdd52egw24lt,Whitsome,TRUE,0
c4y268p96nlt,Whitsbury,TRUE,0
cr0mejz7exet,Whitrigg,TRUE,0
cmgm27062x8t,Whitney,TRUE,0
cn1mzljezxyt,Whitnash,TRUE,8
c7yjn8g6nldt,Whitmore,TRUE,15
ck7rdn2xdyzt,Whitleybridge,TRUE,1
cgmxjyd1jnnt,Whitley Bay,TRUE,4
c8zwn8k9ngzt,Whitley,TRUE,1
c1kr68g2640t,Whitley,TRUE,27
cp29jzedjxmt,Whitland,TRUE,0
cxrlk4ywkx9t,Whitkirk,TRUE,23
c90ek8r5k2nt,Whitington,TRUE,0
c27968gy6jyt,Whithorn,TRUE,0
c4y268p96p6t,Witherley,TRUE,1
czm9g685gj4t,Whitgreave,TRUE,0
cjkm56d05eyt,Whitgift,TRUE,1
c0n168gw6zmt,Whitford,TRUE,2
c51z9ypg95zt,Whitfield,TRUE,0
cerlz5dgz2dt,Whitfield,TRUE,1
cwdnmry5m2gt,Whitfield,TRUE,12
cdd52egw21lt,Whitewell,TRUE,0
cn1mzljez1yt,White Waltham,TRUE,1
cr0mejz7eket,Whitewall Corner,TRUE,0
c4y268p96elt,Whitestone,TRUE,14
ck7rdn2xd5zt,Whitesides Corner,TRUE,0
cr0mejz7e0et,White Roding,TRUE,0
c7yjn8g6nrdt,Whiteparish,TRUE,0
c7yjn8g6nydt,White Notley,TRUE,0
c680ypkeyd6t,Whitekirk,TRUE,3
cllmrkzwrdkt,Whiteinch,TRUE,30
cgmxjyd1j0nt,Whitehouse Upper,TRUE,10
c1kr68g2600t,Whitehouse Lower,TRUE,10
c90ek8r5kmnt,Whitehouse,TRUE,0
c8zwn8k9n4zt,Whitehouse,TRUE,0
cp29jzedj6mt,Whitehills,TRUE,0
c0n168gw6nmt,Whitehead,TRUE,1
